MFR,meter_id,RUN_STATUS,RUN_YEARS,COMM_TIME_LOC,COMM_TIME_DIST,CPU_RATE,CPU_RATE_AVG,DISK_RATE,DISK_RATE_AVG,TEMP_ERR_RATE,ONLINE_DUR,ONLINE_TIME,SIG_STR,ONOFF_NUM,ONOFF_30D_NUM,OFFSET_TIME,FLOW_STAT,METER_NET_RATE,CUST_NUM_FLAG,COLL_FAIL_RATE_7D,METER_FAIL_RATE,POWEROFF_NUM_30D,TASK_SUCC_RATE,,is_removed
华为,TERM_01436,0,2.2533471998005346,11.802471925211291,8.191184170229526,20.254263772500682,17.42497389254727,29.610091918027052,30.56719840908066,0.003684301751325548,8020.635355429642,65704.8197923231,-74.74646726,0,4,25.882636286564157,0.9835859289970337,0.052100470892350294,0,0.10193110587222351,0,0,1,0,0
华为,TERM_01437,0,6.535314191148853,37.19457269237896,50.603786417161956,92.24303133762115,54.18530780846241,55.30432741324791,61.160981342033864,0.08458207593787363,3.5214879339991234,36291.32440224492,-81.58070195,449,35,273.34099470236265,0.631326748160537,0.6433405204422168,1,0.1548628594285145,0.10533407629723161,28,0.7642993955940501,0,0
华为,TERM_01438,0,10.80850436112588,50.75103533251084,54.812260354882135,49.91982973353963,36.06654887522117,63.674095311572586,69.04075153624909,0.15426345475778108,1770.2059821672874,21345.261073379916,-111.2553575,307,55,348.52725831953995,0.2955745101303667,0.12347671805763187,1,0.17424971451184307,0.1596711310749474,24,0.7384435838001051,1,1
中兴,TERM_01439,0,4.719479171932338,67.85904662276464,113.19537199776255,53.42093758182506,55.71507531521756,63.41031782762795,50.81539178777646,0.2073598250930533,266.4342190261903,2074.181403924144,-108.2123864,328,79,449.90715617138625,0.09741620859351219,0.16170805485269998,1,0.3292509698454288,0.1840603526136159,35,0.657590056458818,0,0
威胜,TERM_01440,0,10.526668965303287,80.15043578365326,121.51994283840489,47.59763041428141,49.23693005182249,87.0002844304279,70.8181062924434,0.10132186060758315,1579.2483194350355,13071.419956579539,-120.1237417,356,73,470.32067268860163,0.1931129822332272,0.15288633457379358,1,0.17723268477390533,0.1875228837810736,26,0.6612363596061577,1,1
林洋,TERM_01441,0,0.5121256984062323,13.070373777571984,28.076926837424622,19.254667174531196,8.099201878202347,44.45870007293881,35.60378881708536,0.02396976201778151,8760,75443.13847511825,-62.04902124,0,0,0,0.8335143365107427,0.05638574425707493,0,0.0025420680866410778,0.0026404590075006437,3,0.9837787681372702,0,0
中兴,TERM_01442,0,0.6125292108665708,37.71558780111576,27.475189027713437,27.303437757553592,23.931853226742223,15.333929922239484,15.609083040798694,0.020980883374858636,8760,61294.517471844025,-57.09167364,0,20,34.59830084478582,0.9649108660550081,0.004634019564551534,0,0,0.050793655467706325,0,0.9760904528578844,0,0
鼎信,TERM_01443,1,9.597483895763526,102.5533341064379,117.24623669246489,60.70633508325564,55.33926394629329,68.43208297898899,70.65481491897874,0.16455844846776935,377.65261646405077,4990.122048874972,-110.8406871,382,69,569.5339751825205,0.14424562745233524,0.1709587036720678,1,0.21658850752767633,0.13308641091439327,40,0.6380556263208033,1,1
华为,TERM_01444,0,6.9911778235467406,81.60630167436985,91.62007134088888,56.687708753542246,50.63191385316653,57.18230912513114,56.169306032422504,0.1264125224372594,131.07264514713916,6391.949635898885,-99.67435733,368,94,488.79749869538813,0.25897800158494605,0.1573667583970942,1,0.28352108102610357,0.15725679152118793,25,0.585922445738709,0,0
中兴,TERM_01445,0,3.040623016122866,79.800690351849,69.9465498130519,30.975913661561208,22.580426843713923,60.68778829395941,58.855820023141725,0.05282307813625805,7255.225940060479,58429.25033865081,-70.58490565,91,16,93.98197420704295,0.662101186161328,0,0,0.030888859054848873,0.11273516716371726,7,0.9059987984111693,0,0
威胜,TERM_01446,0,4.20229943027322,33.693250180357104,43.20970639415658,33.00841132890747,27.44679574289962,21.428929841532774,30.594959463534927,0.003098864590478763,5997.096954628387,61033.06535364857,-81.42879585,124,28,135.84312115780472,0.5928587637146384,0.13045598128038477,0,0.08482720403583648,0.02747770278062217,14,0.826545950158245,0,0
威胜,TERM_01447,0,5.098984600648194,35.63937071052771,47.98378970507978,35.46633422636793,27.832105056859792,47.78347716278272,39.91521213747914,0.14585151835999627,5794.025349404908,54082.36089569191,-68.19753722,144,23,118.20559772759573,0.7327481266344761,0.0668762635228845,0,0.10239454655617647,0.03804709977239107,10,0.8901998862739066,0,0
鼎信,TERM_01448,0,6.7105545275365746,61.630762396621954,123.98292585726244,60.59371374514704,60.914920221014675,66.62925978558974,56.961408392167115,0.14030233832105754,1319.7112569988374,13278.9554082742,-122.1633452,400,64,433.7139325410245,0.3404102388955025,0.14975377844164064,0,0.2481165673259845,0.1526922876682639,30,0.692850522000981,0,0
威胜,TERM_01449,0,8.10368805786152,63.402429035509606,93.200758064685,44.78317160138306,39.644965113365316,65.44433812683877,53.30955331748612,0.12112195374595455,3950.1177904978836,26959.655818722298,-90.47409725,295,63,320.2949656030349,0.31530416207831147,0.12439147360015795,1,0.14323300575311013,0.11847893984579409,29,0.7456993155520493,1,1
中兴,TERM_01450,0,0.5,42.343236013688724,43.64334742392309,29.1096606594166,20.6469358784719,47.168723390175685,44.766518895264845,0.012216766946156386,6003.662519724673,53715.40504469193,-68.05642919,95,27,146.98858530796298,0.7325167837938783,0.02828398358331543,0,0.10805449382758718,0.06540391516292357,5,0.8980128622615317,0,0
鼎信,TERM_01451,0,7.567295849472385,53.89219485542513,104.56466153731344,49.52399832036272,44.39793308537534,81.52100100997703,75.44369447541678,0.09245657142685264,2205.0141327698148,14217.813379352312,-92.12767878,307,60,401.17166575073713,0.256645146033976,0.15836096345854053,1,0.17331341150487134,0.18519818693830853,20,0.7027103370110971,0,0
中兴,TERM_01452,1,6.710855943381501,82.17134689928109,102.99079121464251,64.28314568633526,58.576651207307414,79.00516380424641,78.95503819094698,0.10524597004818642,0,13117.76720470008,-111.248331,386,87,565.7885182575662,0.18867303656734702,0.19456185036630186,0,0.2487102713087912,0.21342711350292465,30,0.6942003946116838,0,1
华为,TERM_01453,0,6.79582920601933,56.84175364588653,72.0257302119462,47.218724926196764,41.301800007332204,32.58736581893349,24.884069295405055,0.1175617440598945,4503.979943531579,23185.49335915027,-83.53880011,195,37,252.57200729818516,0.46427663846442424,0.13553066044580972,1,0.08677346429302488,0.09503957848843128,11,0.8108481753873058,0,0
威胜,TERM_01454,0,13.918134773034446,76.18966940925068,118.14221247404937,53.91198471878289,52.297428520484814,81.07326241463251,79.84595501241442,0.10483346313605499,1111.3460577086742,2809.9459959994383,-114.2369161,366,57,429.68184928385006,0.18986364347942436,0.16375922912667848,0,0.17829289796094014,0.2372051149745803,35,0.5837580479086498,1,1
林洋,TERM_01455,0,4.4548403857608605,49.40326022514372,53.61341613660281,41.78483226929172,35.401627722764594,57.239357211410535,49.93621995451791,0.0851659619713147,3437.246616565673,27640.586870428255,-99.62692584,201,34,255.2547115755263,0.5277583891815079,0.13476956338457885,0,0.17053722476828367,0.11140908724585569,19,0.7236059847278755,0,0
鼎信,TERM_01456,0,3.0062551573451257,31.871919587540376,6.5625780375825045,13.572318995585986,5.716922481743713,49.12909606253733,43.152867017222384,0.005946623666611013,8077.260737073008,74902.13957955936,-62.38771483,49,1,3.9853231737811123,0.7908557872406874,0.02091630967164702,0,0.1253500089012734,0.022087219007577763,5,0.9710251300517128,0,0
中兴,TERM_01457,0,4.762318276668721,17.36454331801222,47.63846935111155,17.521535561693348,5.720956994574028,40.1273318949133,34.719390549084295,0.05738858431219919,6315.854430143916,46848.883838565984,-70.74095373,151,18,153.5574559650692,0.7585094165027013,0.036970085972142686,0,0.06850032049855367,0.06625401226184836,11,0.9326486454636301,0,0
中兴,TERM_01458,0,6.745088826126591,47.80738680921256,55.285282176855574,35.3123165177615,30.269341940790163,46.439814428310555,31.238004935106716,0.059479834645368435,2532.414535303567,25495.82632840979,-104.5918857,234,51,313.9486820384376,0.36709502460081367,0.14425720231490766,0,0.16698355893823946,0.15887755589792904,24,0.7494666453077805,0,0
中兴,TERM_01459,0,0.8882026473624163,27.709405188237604,14.608992231842224,14.855228069328206,16.08199462960652,25.01058723848628,19.170678321867875,0.04588581834034185,6384.143287949592,69385.72498941487,-61.83060252,49,5,35.288595264632846,0.9100905801880766,0.030574577552311844,0,0.07000241699128495,0,0,0.936047885854043,0,0
威胜,TERM_01460,1,10.55184890180692,52.11986991112674,75.90779617234999,25.775270050692598,20.156222426553235,55.32770091769889,53.700557855043385,0.08620439532447657,5828.072368853281,44983.15618722844,-76.80406199,94,15,170.76435273047616,0.7074891728529539,0.09982300494977059,0,0.13321281136327778,0.03924219759826546,13,0.7969661285550947,1,1
威胜,TERM_01461,0,3.853740684800885,46.28110879903474,42.681577019383056,36.078057552930815,28.569062420761878,53.82090813690108,42.89223867558962,0.033595013896109714,5507.390893591626,48116.95336335512,-70.40792312,126,15,159.18447069139603,0.6186062799366076,0.08786218111137774,0,0.14238131274232194,0.10407649744555873,18,0.9363188172099806,0,0
林洋,TERM_01462,0,3.84071672041999,38.83876349593278,16.595512298644834,92.53606198178242,15.327152083594848,97.15104711992532,46.639796697053015,0.05329640189853837,25.754131363426602,47462.63435301705,-117.4500616,491,20,557.41620754038,0.6388185828945523,0.6103816092214528,0,0.6841062336515554,0.13062198445752088,12,0.7726219502373554,0,0
威胜,TERM_01463,0,3.169349478090056,15.941035469484842,43.422928337102526,20.43967459322868,6.8205023382165315,10,8,0.029840087575496835,8760,66988.22391755412,-47.52462773,0,8,0,0.7470411865468227,0.04801068219911629,0,0.024625644703636426,0.010419171624894015,0,0.8701077177802278,0,0
华为,TERM_01464,0,4.309664523689773,97.36348592097771,103.80411175339276,62.2495046514184,63.13176565694246,77.10017693323199,68.33936386780029,0.14208089950827535,1638.6567210919275,8476.868519756657,-115.1776889,366,66,463.6357830620402,0.2586646991983241,0.18864274689783686,1,0.25268738311936434,0.14210981221877858,24,0.6154544702166557,0,0
华为,TERM_01465,0,3.2592884935476474,41.72599713126315,62.46350086215081,18.413131933015876,15.836640684137295,19.04524688812742,10.101722746787347,0,6061.104714701638,59531.374009656574,-72.56405682,1,20,14.863103126434183,0.9509454368387191,0.02712634508698328,0,0.0734276700811132,0.007031177434117165,10,0.93542440479644,0,0
威胜,TERM_01466,0,7.136855707179264,85.75239573070954,114.69262583668088,53.210480532649086,52.05863198437139,89.24143999338855,92.4645093490954,0.16104723165728532,1931.288034668288,10333.474989902337,-110.9689662,360,67,477.3182782326908,0.11361004456655321,0.2155540074891344,0,0.23187750728512158,0.21824110910952169,34,0.6049756107693368,0,0
威胜,TERM_01467,1,2.197513843521877,32.8138084740933,52.948630979411156,19.141296593389704,15.396644398274429,29.034902010808295,19.086061262157337,0.08933700566507033,6491.6512755165895,56168.78667844221,-71.75758084,222,30,153.29165130112926,0.7029373305735724,0.08967966190274058,0,0.11986346132913833,0.01306107272984388,2,0.83429580895619,0,1
中兴,TERM_01468,0,6.199962210632586,82.52216062469441,40.560415683220775,47.80446335836997,38.77767537511957,66.13730708082174,62.92589008877007,0.1792727056991914,882.7374149348509,7585.195244357804,-114.7255654,313,68,398.9630912788386,0.31730113008958916,0.1522921242251315,0,0.24191836962250315,0.18132560545599147,33,0.598917771860228,0,0
华为,TERM_01469,0,5.115188340435045,49.19031137191045,29.109617145595074,53.87279267369275,47.288576578134936,57.34930392795286,57.64752095830616,0.10745479420248126,4255.5345718459785,30731.15747254759,-95.61096889,222,45,222.5590817153842,0.2981810139666853,0.1012804398487428,1,0.12803261868437524,0.11782306091403726,20,0.8378940287900998,0,0
中兴,TERM_01470,0,0.5,61.117286487870835,55.11870641881033,48.82274786715949,41.320050324243155,60.333472838688344,58.658767267166006,0.1197190297622255,1866.875168063009,25184.7343575092,-95.36417459,261,49,340.3150977603508,0.4446360597835638,0.13524337660230357,0,0.1237009949024894,0.11126008895619768,30,0.749913832305727,0,0
鼎信,TERM_01471,0,2.3481110125269953,28.990812555141915,51.139853274034444,46.530076505252836,39.44577565169407,46.40976756572567,38.03370378031753,0.03099208283651994,5961.007555044608,60849.97241327446,-72.33016113,92,25,135.15283397709902,0.847223886998864,0.051390874981702715,0,0.017702182139904876,0.03625058563679934,5,0.9131343862940643,0,0
鼎信,TERM_01472,0,2.2460843456940154,36.685071188730085,64.75808265,24.502697072667708,17.449052622780385,45.40326731875851,45.43859776542402,0.018878349453851275,6118.798698273134,54563.36041892044,-67.76338503,86,24,102.02726712119826,0.6416391918898174,0.05710536600291784,0,0.049515616424535905,0.08767897356291376,11,0.9618721654378743,0,0
林洋,TERM_01473,1,8.675894520569045,81.75646586524607,117.65032717675125,71.24551640623332,71.76939824651241,64.94012616472352,60.87478489992853,0.14506223281918232,298.03500933923766,1238.449737675317,-112.7449812,425,81,502.05739475458614,0.07307834508502126,0.17246773124113815,0,0.24670784392058046,0.21962377798562535,41,0.7084490156761645,1,1
威胜,TERM_01474,0,3.9605285251523825,64.82882784644856,118.79159176144023,35.294873068773185,40.4034479995445,51.250302109295596,35.93065059768112,0.15187218391313376,4631.947498823287,35723.27064060024,-92.29213384,220,43,252.82505548349042,0.583768081339601,0.12023117008156685,0,0.18718861729249553,0.15008428821160344,21,0.7202323937401969,0,0
中兴,TERM_01475,0,6.60404539108009,89.75443539665949,50.694496193376565,48.8353856766322,39.474015200955215,57.22099004829565,59.560583683379505,0.10902680331107753,2121.2903958425723,22465.5445199069,-92.37544885,314,63,410.18527995216147,0.15580641697846787,0.17447003952011664,1,0.20599402956444748,0.18233170551527125,28,0.6750914618420449,0,0
华为,TERM_01476,0,11.624432603594382,78.46219142687623,96.84103430461965,78.44016102070817,72.59411232908003,68.23773179058112,59.55621685683921,0.15134825197321758,1108.7271056804307,2914.7531113701466,-119.137852,397,84,455.2207978024661,0.23572189222921214,0.14202108706969174,1,0.2434508132635964,0.1852046851839974,31,0.6685814049928345,1,1
中兴,TERM_01477,0,6.9272382534704615,47.905099660717845,67.06808022960671,36.22429002360073,32.308200382168764,37.50279327927152,31.44917075084869,0.10149946679347209,3380.5701079434334,34839.48033159975,-92.07606811,218,48,251.38764412703148,0.4719456323579408,0.11148327136501666,1,0.18003403075665966,0.12796915675609344,19,0.7550016409642923,0,0
林洋,TERM_01478,0,8.277703966741544,88.12445612573684,96.30610413368379,65.52199282849035,55.61972834864734,66.87968037921127,63.73647263856335,0.11367066264832193,2014.9370620848983,15121.047430203595,-121.3251568,307,72,442.39094287784366,0.334254133370642,0.15083703937916731,1,0.16192767929488588,0.1974536715434721,27,0.6289614699800674,1,1
威胜,TERM_01479,0,1.2680011890206915,22.97916359592459,66.49386047162974,19.862803458621944,15.126864471093262,34.11717136817817,25.92581975615373,0.05492433511815594,7777.22127518468,69211.54980921383,-56.02871002,23,3,0,0.8874256405504678,0.028843277524437473,0,0.013362739358415244,0,0,0.815634025220767,0,0
中兴,TERM_01480,0,4.067124776686645,29.11234966268661,87.93272131385105,19.73499503036003,16.49318286702432,50.72101958794822,50.262465919907385,0.08689109409510735,6816.0583805505175,52238.481288435476,-70.19810032,49,15,112.16099240493516,0.8558528456512828,0.0747245214886184,0,0.029396041120226347,0.07089615451894257,13,0.9442248595384509,0,0
华为,TERM_01481,1,7.269198878205025,106.20047712077796,103.18832854686619,46.02137555300808,40.63131911187657,64.74695646646522,53.12391391036253,0.22114611376557333,242.1170953464058,9228.660443039029,-116.2807511,432,96,492.89884605349,0.1198640545614175,0.2103045392977762,0,0.22259687494207228,0.1712535867838928,39,0.7145843378163594,0,1
中兴,TERM_01482,0,6.27596501501474,64.8423757883543,107.12002697210059,51.30883481671237,49.44397814630847,67.68122919716463,59.23494614245251,0.09268360966807472,2153.623853545435,18636.035265268492,-96.69369972,355,72,360.93977832076973,0.17276902936573263,0.14599613902713343,0,0.20817514274157495,0.16838760607858977,31,0.7202438925844612,0,0
鼎信,TERM_01483,0,3.896029473981258,5.056805612347414,47.056484356522176,19.555260292675307,14.556903911015965,47.99567753868496,50.35001675011816,0.052114617583040465,5663.422246276126,62768.153224648006,-55.44755542,106,14,103.5455665319088,0.605860223544002,0.07450210416796402,0,0.08012588248301035,0.02752818913349046,9,0.874063189031316,0,0
中兴,TERM_01484,0,8.327237964050905,9.673836084389519,6.5263463408771845,17.803199672139026,3,33.7559618370919,28.907623915982718,0.013243219150042358,8584.247785288264,76046.62096749787,-46.40790128,0,18,0,0.8093141955070003,0,0,0,0.046256029233124184,2,0.9208953790518947,1,1
华为,TERM_01485,1,10.007864574850421,111.57320953220187,95.9251898106414,43.219536631354934,33.417018956530555,72.17758933727728,60.83670425238494,0.12400265706833591,186.56644940064183,4704.709040797807,-118.3121828,357,86,537.4314758694284,0.18498894136786248,0.23301383172792836,1,0.2633281810670842,0.21067795275872733,26,0.6199923465337793,1,1
华为,TERM_01486,1,7.646437995275332,83.91183142184066,84.62268479272976,62.07951945816849,64.24155574635725,55.91203106140317,51.38440036362038,0.12736915624757394,0,0,-117.1974958,320,71,522.9997471661335,0.05502911467593287,0.17575672927442945,0,0.256360699991055,0.17543714946224373,38,0.6734040681615615,0,1
中兴,TERM_01487,0,2.9706994927639943,12.771928134496441,30.093526818414308,7.948163621037498,5.549573930040962,48.66741357282691,46.077336176869586,0.01601180215600046,7560.627128386088,80000,-45,56,9,31.392708233051884,0.8927337917052088,0,0,0.04872819691097602,0.007282705447177693,1,0.975058154989594,0,0
中兴,TERM_01488,0,5.5467631225695335,36.304941528445305,28.819176351825885,28.60839815218567,9.35255911595247,37.49748562888518,22.98137009391529,0.027803981639766034,6128.954298340543,51497.640685221304,-77.7787887,66,23,184.92602434316103,0.7254854128319146,0.04023334816393523,0,0.08621437674899479,0.044131057442646573,2,0.7616437129681995,0,0
中兴,TERM_01489,0,13.05326048126156,96.22134771644156,107.39888850630939,43.81845255177184,31.267651661426473,63.744543890015215,68.67024941680661,0.10272112871452863,666.1348893209729,13597.360459356605,-105.4151437,364,73,451.67321386418445,0.1402461724236112,0.22039255350429796,1,0.19183581648302878,0.178716475047656,36,0.7248989148633304,1,1
中兴,TERM_01490,0,0.9058211763804134,30.64716482743163,43.96514682693724,36.60169792190163,35.21079907804191,30.416983637549855,36.153405023389006,0.03748883724465335,7101.1506118820835,49750.60869219764,-73.14554822,78,23,79.85460084808119,0.7766120826076769,0.06962552708152189,0,0.018832823076861765,0.11146910778629267,6,0.9244719975606905,0,0
华为,TERM_01491,1,8.649930461216137,98.66705761347822,105.98824429955309,43.00464810118633,35.12387534441059,62.21630503099794,57.93630948968771,0.11640543397153526,0,8556.463832075091,-110.6664434,353,84,460.35405513523204,0.17759845402849272,0.25319036726196054,0,0.26490852135945825,0.14494659985839572,39,0.5474144515062876,1,1
威胜,TERM_01492,0,6.636669220368004,56.36789137051326,80.56996329859318,40.14037438826534,21.629163096457447,71.0388244113728,64.83833445372024,0.0744231023205607,4086.698340776504,21123.655380588643,-92.47723169,210,30,264.0633146355957,0.45478144523907366,0.1298482177708848,0,0.17018092708195648,0.1305883151810739,22,0.7835457151743345,0,0
林洋,TERM_01493,0,11.88900829387726,62.77148170344736,97.04766746705941,43.78001680864438,44.076969644592864,53.270558623909686,48.408223151990434,0.08841946150535525,4097.597882198664,35149.00403942468,-93.40738195,164,29,251.0872056646598,0.5873817966365806,0.14758178485477966,0,0.13925159904123843,0.11979478019050847,13,0.7914791764606544,1,1
中兴,TERM_01494,0,0.7603331770325314,27.723821904241582,73.37317450421384,25.739587776065193,24.35894215060362,34.54209562044762,34.90040153127176,0.015986922003938434,7884.838943593544,60169.339391647314,-64.92317953,57,0,68.79787734159073,0.8124563931390723,0.022162643156704083,0,0.12995495677917285,0.01697959494021319,7,0.9351134298465071,0,0
中兴,TERM_01495,0,6.460078897158509,77.56249382464743,91.69866048276502,46.32956752341704,37.18300532563816,63.74263271086645,61.45828880873507,0.12934212356529332,843.6500253972295,13945.181493107388,-117.9860794,393,90,439.18590227541387,0.19516080814979547,0.1441520790793191,0,0.2113267962037297,0.13316180014566906,29,0.5819376741397689,0,0
中兴,TERM_01496,0,5.807751542411811,50.89037851834612,74.1884194406673,21.52146526548374,22.746593444100316,48.52928761473941,44.9646568181744,0.11830369369033637,4882.426161630642,39770.140165403674,-72.46551916,152,38,245.5029521070204,0.5989831116117825,0.1004548805945303,0,0.1286549235974831,0.08344674766192092,6,0.8018437269127792,0,0
威胜,TERM_01497,0,6.428235402120706,76.8559042293002,149.47983528916777,95.39300822669537,54.43325169186868,74.72135379780627,78.01533427963255,0.7400046677941984,34.55376275404774,8150.438975782631,-118.1498128,351,80,423.05199702838496,0.24311929016383482,0.6710008928688409,1,0.23874786123112524,0.15059928096665887,37,0.34723896112028785,0,0
鼎信,TERM_01498,0,5.440208851514689,44.70762564846696,87.70174487615812,44.94230907526306,36.82778496119613,59.62861083453017,61.414243589901275,0.1032346127488546,2947.588872223227,26454.35028298296,-100.3543605,269,54,317.88204417332577,0.41533827532853657,0.15170275636374714,0,0.1712856533563864,0.15338592248684477,24,0.7843982581322264,0,0
华为,TERM_01499,0,9.258810887965883,76.8099834522021,96.80820506389779,44.05956985663374,36.63109282477796,65.70609908170104,54.946616971463726,0.093787085290592,1941.035098063762,6166.492787117897,-115.0087649,364,59,425.0302006153924,0.19597299463166215,0.19181793589874416,0,0.16689651964294078,0.12539068099834247,30,0.6216077321189181,1,1
中兴,TERM_01500,0,6.029753674732006,48.509664385259484,42.434432516947496,53.88539499034704,39.408032107212236,49.69341072417335,50.01778571571068,0.13002334029988455,2287.640413907654,27794.579796236907,-83.19407797,233,45,350.7228615743479,0.392168450330853,0.15511220994407635,0,0.1695946111239278,0.1415414614779626,28,0.7668601935520705,0,0
林洋,TERM_01501,1,6.68361100118844,96.32211879222403,97.06143353003738,53.99019739346267,51.05373622957988,65.7423471265454,67.65207076743039,0.22050673499292733,395.4018525960276,3059.4144495901746,-110.9970982,453,86,500.449442523487,0.05366115780999514,0.19036478158091544,1,0.2802432158265898,0.17008868602218127,28,0.6439193212264664,0,1
华为,TERM_01502,0,10.42412061717688,25.379108503599586,21.991376880029556,18.136072496750568,15.736597909141288,39.535939719420725,36.205497911194975,0.0628327112094498,7145.186125782439,72096.74995948674,-66.71971591,31,22,51.29445109997096,0.8644091694287577,0.03380655603377912,0,0.07226829632038138,0.06878715915273086,0,0.9004909178138032,1,1
林洋,TERM_01503,0,3.689666743335958,55.23956963086957,74.64605011605829,21.003822688894903,13.711184476815257,41.633186839195645,40.227387342897934,0,7480.658310158733,59677.28427406454,-65.02203389,80,23,123.66248488573424,0.7388074240524587,0.07016638441840534,0,0.10774838741078702,0.10281199183313305,2,0.8431213465524271,0,0
鼎信,TERM_01504,1,5.175520026082538,75.42426712061705,66.45389006722266,48.425955032119695,46.957221900093955,61.03016771902129,54.185539232480245,0.12482641790380486,1355.6734959476469,6322.021671611435,-114.3631867,398,67,428.9524283087203,0.22196357756700005,0.131356691820864,0,0.19541912401511363,0.16448498892734226,28,0.6585814340289835,0,1
华为,TERM_01505,0,3.4311424045929355,40.724632802452035,56.65134607017774,25.650313766115936,12.694683906024565,40.43747475790866,28.210953362752456,0.030060581212428605,5742.110136041004,48469.29734432975,-84.80463041,123,22,146.16114546132374,0.6565103681588649,0.053004208863656435,0,0.1330895860762814,0.04253181216981719,13,0.8991223165848228,0,0
中兴,TERM_01506,1,8.30065288255361,65.63169183360237,109.26700225167863,61.29850460542786,59.728906798427715,73.19368605443675,79.51735742767086,0.1175700043708858,122.71397506059066,1675.702392315061,-120.3224637,388,84,463.65119525594184,0.07784733687906753,0.25699001782155373,0,0.1989070879100366,0.2442001465171122,45,0.6522650211089773,1,1
威胜,TERM_01507,0,8.334122401591987,54.60157315809748,70.59916775132942,61.64107437784688,58.26806518279854,65.18345806297901,52.14668618947242,0.1463772769845622,2694.764856253923,23227.008401786363,-113.4738197,269,59,435.6612079894994,0.25665683944300755,0.13724917284619878,0,0.18295987960441518,0.1474711497777146,25,0.7224483582949713,1,1
中兴,TERM_01508,0,5.814830216873237,27.643419688484947,73.76929873733528,27.58288506801606,19.129445788799874,61.30625713168412,66.39380969038316,0.10906749689635314,4348.316573240504,41401.72619416666,-89.32400791,175,38,237.10424508350343,0.6113141182917858,0.12473215629887321,1,0.09241767835851461,0.1138298527697302,18,0.7777224325902026,0,0
鼎信,TERM_01509,0,0.9586443971816936,36.509398032333685,18.795002987004487,17.47022718401238,14.540804520471156,37.13133365578664,31.73983931977967,0.06395723902062286,8027.8900585215615,66786.98488341247,-58.41631366,0,0,20.544321261688697,1,0.009076149413756977,0,0.10204372482181406,0.017253408789329728,0,0.9890747462015452,0,0
华为,TERM_01510,0,9.071044688915837,74.97986858840787,111.09000063029394,54.04367888841982,44.635741823351154,45.174444823996396,47.659082596200655,0.15409683753058184,992.1349707383342,13362.645363973017,-116.7714706,305,67,440.6111646667434,0.21454197753750587,0.17296881856922006,1,0.23091315502075005,0.17293408515470488,29,0.5635027507787275,1,1
威胜,TERM_01511,0,1.742551532296135,42.14414397143682,41.369423378213014,24.995329078769764,25.52088359779072,59.701883258929264,54.83937918955805,0.013132518694424986,7291.245959152675,70295.02186415833,-49.79046227,0,3,68.74193776209631,0.8769657339784795,0,0,0.07488963142648053,0.010969294359244982,0,0.9511192238587989,0,0
林洋,TERM_01512,0,1.040688102892098,1,56.966757449050434,33.868202497958976,31.503460944272035,40.12840046742278,40.75286514466378,0.036502415498111916,7655.595785320416,63414.12834569827,-61.45300675,57,1,79.1839187598023,0.6825334368227769,0.065539138340932,0,0.07886278567123409,0,17,0.8982752713300824,0,0
华为,TERM_01513,0,2.8804789327124984,56.50409398028654,40.30619755076037,26.315376349634217,23.133589772247273,37.54126258441853,35.2343893078684,0.009398511110847486,7041.749062000298,59806.167271335544,-72.44818147,39,22,109.70304701463758,0.6074500679411812,0.038047532390420746,0,0.09308531397783373,0.1071810360545351,0,0.8224078915202505,0,0
华为,TERM_01514,0,4.191968423148987,19.384660556115225,1,15.134733210026718,7.82287236351235,34.62089499331336,25.60463534401576,0.05191299243401686,8058.173774016384,74240.09390266592,-52.79455521,26,0,0,0.7667424099271851,0,0,0,0.02698071204878895,0,0.930493266383365,0,0
威胜,TERM_01515,0,4.265074800022252,48.63188262527005,65.91513573160177,38.072662948629834,36.94857209422819,42.806145515884296,38.61086304456617,0.03483219254243511,5358.829034953215,42301.7691771584,-66.40551164,132,37,225.91516593108412,0.6734896423258611,0.038387087906238425,0,0.10141764666666186,0.0780713251900151,12,0.9169422494070775,0,0
威胜,TERM_01516,0,3.979313669258914,26.92871922950188,62.947554835945944,19.949424843161808,20.9679775201373,38.249389056851555,32.39180660651203,0.043487473947978326,5045.161751211447,48577.56893471653,-82.87853342,87,23,174.88740369571855,0.4965617923806622,0.08209029672729075,0,0.05863442850511721,0.1066598375676685,21,0.8641865842002276,0,0
中兴,TERM_01517,0,7.280220861513538,60.86072171791791,70.32942209693472,21.6773938619313,24.711857364342357,57.62122019009617,56.479102934106116,0.06679193798752647,3596.119862708853,42585.72045436586,-96.11035238,239,38,294.27284484689176,0.5760826097495716,0.08411266700228749,0,0.1148724145733857,0.08794717918192363,18,0.8321978180906031,0,0
华为,TERM_01518,0,0.5,15.909666628276696,37.43077811711969,41.59064084105195,33.864205488504886,34.27372658814805,30.122973913189423,0,7485.995985951655,74560.22599503878,-65.08629047,0,8,0,0.7948617999727462,0,0,0.035742898651756956,0.03499504611242393,0,0.9201149182306078,0,0
林洋,TERM_01519,0,8.09701723972712,10.499983445643483,18.58880510480418,18.34228711069256,17.434972372868312,38.310253484555474,35.02719478795275,0.05284545810304314,7710.751879495307,67661.59239165465,-59.7964889,68,9,51.80661571419572,0.8166627344312045,0.028657146564191275,0,0.018898978987909563,0.01853607864334299,3,0.8239752944357439,1,1
